Year,Quarter,NamedCost,COICOP,CDID,Source,Websource,ExpenditureValue,GroupTotal
1997,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,144887000000.0,1
1997,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,150474000000.0,1
1997,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,155809000000.0,1
1997,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,159193000000.0,1
1998,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,153347000000.0,1
1998,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,158601000000.0,1
1998,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,164976000000.0,1
1998,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,167673000000.0,1
1999,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,161764000000.0,1
1999,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,167809000000.0,1
1999,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,171596000000.0,1
1999,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,175395000000.0,1
2000,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,169603000000.0,1
2000,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,174789000000.0,1
2000,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,180665000000.0,1
2000,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,184449000000.0,1
2001,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,176384000000.0,1
2001,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,182014000000.0,1
2001,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,188834000000.0,1
2001,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,190719000000.0,1
2002,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,181615000000.0,1
2002,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,188019000000.0,1
2002,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,193679000000.0,1
2002,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,199100000000.0,1
2003,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,188853000000.0,1
2003,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,196833000000.0,1
2003,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,203698000000.0,1
2003,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,208284000000.0,1
2004,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,197631000000.0,1
2004,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,206305000000.0,1
2004,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,212751000000.0,1
2004,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,218508000000.0,1
2005,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,208446000000.0,1
2005,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,214960000000.0,1
2005,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,222292000000.0,1
2005,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,228871000000.0,1
2006,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,216234000000.0,1
2006,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,224489000000.0,1
2006,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,231183000000.0,1
2006,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,236118000000.0,1
2007,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,223258000000.0,1
2007,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,235619000000.0,1
2007,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,244820000000.0,1
2007,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,248993000000.0,1
2008,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,239847000000.0,1
2008,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,247168000000.0,1
2008,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,249843000000.0,1
2008,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,245990000000.0,1
2009,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,232824000000.0,1
2009,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,237399000000.0,1
2009,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,241621000000.0,1
2009,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,246487000000.0,1
2010,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,232769000000.0,1
2010,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,245792000000.0,1
2010,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,251945000000.0,1
2010,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,258224000000.0,1
2011,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,246604000000.0,1
2011,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,252639000000.0,1
2011,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,259465000000.0,1
2011,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,266489000000.0,1
2012,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,252152000000.0,1
2012,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,260440000000.0,1
2012,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,268692000000.0,1
2012,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,279506000000.0,1
2013,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,265744000000.0,1
2013,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,273750000000.0,1
2013,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,284984000000.0,1
2013,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,290302000000.0,1
2014,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,276720000000.0,1
2014,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,286135000000.0,1
2014,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,297099000000.0,1
2014,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,301776000000.0,1
2015,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,285845000000.0,1
2015,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,293535000000.0,1
2015,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,305326000000.0,1
2015,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,309477000000.0,1
2016,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,297893000000.0,1
2016,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,308013000000.0,1
2016,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,322120000000.0,1
2016,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,327627000000.0,1
2017,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,310762000000.0,1
2017,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,319811000000.0,1
2017,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,331268000000.0,1
2017,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,339301000000.0,1
2018,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,323042000000.0,1
2018,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,332081000000.0,1
2018,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,343744000000.0,1
2018,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,353175000000.0,1
2019,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,331678000000.0,1
2019,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,344200000000.0,1
2019,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,353800000000.0,1
2019,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,357986000000.0,1
2020,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,328363000000.0,1
2020,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,256513000000.0,1
2020,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,310625000000.0,1
2020,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,318973000000.0,1
2021,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,291048000000.0,1
2021,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,330032000000.0,1
2021,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,345466000000.0,1
2021,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,359774000000.0,1
2022,Q1,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,347679000000.0,1
2022,Q2,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,377970000000.0,1
2022,Q3,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,387241000000.0,1
2022,Q4,Totalexpenditure,NAT0,ABPB,0GSCN,https://www.ons.gov.uk/search?q=ABPB,401625000000.0,1
1997,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,291000000.0,1
1997,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,607000000.0,1
1997,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,965000000.0,1
1997,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,-203000000.0,1
1998,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,560000000.0,1
1998,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1043000000.0,1
1998,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1560000000.0,1
1998,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,141000000.0,1
1999,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,919000000.0,1
1999,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1781000000.0,1
1999,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2401000000.0,1
1999,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,877000000.0,1
2000,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1335000000.0,1
2000,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2183000000.0,1
2000,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3143000000.0,1
2000,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1302000000.0,1
2001,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1589000000.0,1
2001,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2888000000.0,1
2001,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4096000000.0,1
2001,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1880000000.0,1
2002,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2248000000.0,1
2002,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3235000000.0,1
2002,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4167000000.0,1
2002,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1904000000.0,1
2003,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2677000000.0,1
2003,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3679000000.0,1
2003,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4833000000.0,1
2003,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2089000000.0,1
2004,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2704000000.0,1
2004,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3531000000.0,1
2004,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4900000000.0,1
2004,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2224000000.0,1
2005,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2921000000.0,1
2005,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3509000000.0,1
2005,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,5342000000.0,1
2005,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2108000000.0,1
2006,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3091000000.0,1
2006,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3801000000.0,1
2006,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4696000000.0,1
2006,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2106000000.0,1
2007,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2877000000.0,1
2007,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4168000000.0,1
2007,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,5531000000.0,1
2007,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2281000000.0,1
2008,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4020000000.0,1
2008,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4613000000.0,1
2008,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,6616000000.0,1
2008,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2384000000.0,1
2009,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3213000000.0,1
2009,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3570000000.0,1
2009,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,5384000000.0,1
2009,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1870000000.0,1
2010,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3073000000.0,1
2010,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3909000000.0,1
2010,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,6365000000.0,1
2010,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1919000000.0,1
2011,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2770000000.0,1
2011,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3859000000.0,1
2011,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,5696000000.0,1
2011,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1947000000.0,1
2012,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2393000000.0,1
2012,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3577000000.0,1
2012,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,5154000000.0,1
2012,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1761000000.0,1
2013,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2856000000.0,1
2013,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3433000000.0,1
2013,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,5622000000.0,1
2013,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1701000000.0,1
2014,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2958000000.0,1
2014,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3041000000.0,1
2014,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,5132000000.0,1
2014,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2358000000.0,1
2015,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3191000000.0,1
2015,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2920000000.0,1
2015,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,6717000000.0,1
2015,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1698000000.0,1
2016,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3384000000.0,1
2016,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4316000000.0,1
2016,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,8357000000.0,1
2016,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2510000000.0,1
2017,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3874000000.0,1
2017,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4568000000.0,1
2017,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,7122000000.0,1
2017,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,2387000000.0,1
2018,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4230000000.0,1
2018,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,5187000000.0,1
2018,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,8858000000.0,1
2018,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3789000000.0,1
2019,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4525000000.0,1
2019,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,6027000000.0,1
2019,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,10171000000.0,1
2019,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3560000000.0,1
2020,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3970000000.0,1
2020,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,482000000.0,1
2020,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1344000000.0,1
2020,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,255000000.0,1
2021,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,165000000.0,1
2021,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,1348000000.0,1
2021,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4780000000.0,1
2021,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,615000000.0,1
2022,Q1,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,3190000000.0,1
2022,Q2,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,5512000000.0,1
2022,Q3,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,10564000000.0,1
2022,Q4,Nettourism,TOUR,ABTE,0GSCN,https://www.ons.gov.uk/search?q=ABTE,4327000000.0,1
1997,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,144596000000.0,1
1997,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,149867000000.0,1
1997,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,154844000000.0,1
1997,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,159396000000.0,1
1998,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,152787000000.0,1
1998,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,157558000000.0,1
1998,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,163416000000.0,1
1998,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,167532000000.0,1
1999,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,160845000000.0,1
1999,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,166028000000.0,1
1999,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,169195000000.0,1
1999,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,174518000000.0,1
2000,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,168268000000.0,1
2000,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,172606000000.0,1
2000,Q3,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,177522000000.0,1
2000,Q4,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,183147000000.0,1
2001,Q1,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,174795000000.0,1
2001,Q2,Totaldomesticexpenditure,0,ABQI,0GSCN,https://www.ons.gov.uk/search?q=ABQI,179126000000.0,1
