Year,Quarter,NamedCost,COICOP,CDID,Source,Websource,ExpenditureValue,GroupTotal,Year_Quarter
1997,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,3341000000.0,0,1997 Q1
1997,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,3451000000.0,0,1997 Q2
1997,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,3500000000.0,0,1997 Q3
1997,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,3845000000.0,0,1997 Q4
1998,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,3662000000.0,0,1998 Q1
1998,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,3735000000.0,0,1998 Q2
1998,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,3782000000.0,0,1998 Q3
1998,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4125000000.0,0,1998 Q4
1999,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,3915000000.0,0,1999 Q1
1999,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,3885000000.0,0,1999 Q2
1999,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,3978000000.0,0,1999 Q3
1999,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4334000000.0,0,1999 Q4
2000,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4337000000.0,0,2000 Q1
2000,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4244000000.0,0,2000 Q2
2000,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4346000000.0,0,2000 Q3
2000,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4712000000.0,0,2000 Q4
2001,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4436000000.0,0,2001 Q1
2001,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4336000000.0,0,2001 Q2
2001,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4385000000.0,0,2001 Q3
2001,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4893000000.0,0,2001 Q4
2002,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4400000000.0,0,2002 Q1
2002,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4442000000.0,0,2002 Q2
2002,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4441000000.0,0,2002 Q3
2002,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4793000000.0,0,2002 Q4
2003,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4630000000.0,0,2003 Q1
2003,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4635000000.0,0,2003 Q2
2003,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,4729000000.0,0,2003 Q3
2003,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5152000000.0,0,2003 Q4
2004,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5264000000.0,0,2004 Q1
2004,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5222000000.0,0,2004 Q2
2004,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5236000000.0,0,2004 Q3
2004,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5494000000.0,0,2004 Q4
2005,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5258000000.0,0,2005 Q1
2005,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5220000000.0,0,2005 Q2
2005,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5372000000.0,0,2005 Q3
2005,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5871000000.0,0,2005 Q4
2006,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5490000000.0,0,2006 Q1
2006,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5485000000.0,0,2006 Q2
2006,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5472000000.0,0,2006 Q3
2006,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5842000000.0,0,2006 Q4
2007,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5445000000.0,0,2007 Q1
2007,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5414000000.0,0,2007 Q2
2007,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5585000000.0,0,2007 Q3
2007,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6087000000.0,0,2007 Q4
2008,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5581000000.0,0,2008 Q1
2008,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5689000000.0,0,2008 Q2
2008,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5542000000.0,0,2008 Q3
2008,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5741000000.0,0,2008 Q4
2009,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5253000000.0,0,2009 Q1
2009,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5363000000.0,0,2009 Q2
2009,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5414000000.0,0,2009 Q3
2009,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5777000000.0,0,2009 Q4
2010,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5298000000.0,0,2010 Q1
2010,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5601000000.0,0,2010 Q2
2010,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5858000000.0,0,2010 Q3
2010,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6528000000.0,0,2010 Q4
2011,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5912000000.0,0,2011 Q1
2011,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5747000000.0,0,2011 Q2
2011,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5923000000.0,0,2011 Q3
2011,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6817000000.0,0,2011 Q4
2012,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6147000000.0,0,2012 Q1
2012,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6102000000.0,0,2012 Q2
2012,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6298000000.0,0,2012 Q3
2012,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,7043000000.0,0,2012 Q4
2013,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6225000000.0,0,2013 Q1
2013,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6010000000.0,0,2013 Q2
2013,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6068000000.0,0,2013 Q3
2013,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,7061000000.0,0,2013 Q4
2014,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5960000000.0,0,2014 Q1
2014,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5757000000.0,0,2014 Q2
2014,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5998000000.0,0,2014 Q3
2014,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6683000000.0,0,2014 Q4
2015,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5975000000.0,0,2015 Q1
2015,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,5880000000.0,0,2015 Q2
2015,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6148000000.0,0,2015 Q3
2015,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6989000000.0,0,2015 Q4
2016,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6606000000.0,0,2016 Q1
2016,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6713000000.0,0,2016 Q2
2016,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,7029000000.0,0,2016 Q3
2016,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,8304000000.0,0,2016 Q4
2017,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6701000000.0,0,2017 Q1
2017,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6841000000.0,0,2017 Q2
2017,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,7142000000.0,0,2017 Q3
2017,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,8332000000.0,0,2017 Q4
2018,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6961000000.0,0,2018 Q1
2018,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6586000000.0,0,2018 Q2
2018,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6799000000.0,0,2018 Q3
2018,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,7927000000.0,0,2018 Q4
2019,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6640000000.0,0,2019 Q1
2019,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6574000000.0,0,2019 Q2
2019,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6792000000.0,0,2019 Q3
2019,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,7951000000.0,0,2019 Q4
2020,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,7054000000.0,0,2020 Q1
2020,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6618000000.0,0,2020 Q2
2020,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,7171000000.0,0,2020 Q3
2020,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,7709000000.0,0,2020 Q4
2021,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6697000000.0,0,2021 Q1
2021,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6873000000.0,0,2021 Q2
2021,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6917000000.0,0,2021 Q3
2021,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,7848000000.0,0,2021 Q4
2022,Q1,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,7020000000.0,0,2022 Q1
2022,Q2,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6842000000.0,0,2022 Q2
2022,Q3,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,6961000000.0,0,2022 Q3
2022,Q4,Communication,08,ADGX,08CN,https://www.ons.gov.uk/search?q=ADGX,7580000000.0,0,2022 Q4
1997,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,232000000.0,0,1997 Q1
1997,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,255000000.0,0,1997 Q2
1997,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,199000000.0,0,1997 Q3
1997,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,434000000.0,0,1997 Q4
1998,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,179000000.0,0,1998 Q1
1998,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,159000000.0,0,1998 Q2
1998,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,141000000.0,0,1998 Q3
1998,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,306000000.0,0,1998 Q4
1999,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,165000000.0,0,1999 Q1
1999,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,160000000.0,0,1999 Q2
1999,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,138000000.0,0,1999 Q3
1999,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,287000000.0,0,1999 Q4
2000,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,133000000.0,0,2000 Q1
2000,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,131000000.0,0,2000 Q2
2000,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,136000000.0,0,2000 Q3
2000,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,304000000.0,0,2000 Q4
2001,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,181000000.0,0,2001 Q1
2001,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,166000000.0,0,2001 Q2
2001,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,173000000.0,0,2001 Q3
2001,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,346000000.0,0,2001 Q4
2002,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,142000000.0,0,2002 Q1
2002,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,115000000.0,0,2002 Q2
2002,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,105000000.0,0,2002 Q3
2002,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,230000000.0,0,2002 Q4
2003,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,128000000.0,0,2003 Q1
2003,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,143000000.0,0,2003 Q2
2003,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,152000000.0,0,2003 Q3
2003,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,346000000.0,0,2003 Q4
2004,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,157000000.0,0,2004 Q1
2004,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,132000000.0,0,2004 Q2
2004,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,141000000.0,0,2004 Q3
2004,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,272000000.0,0,2004 Q4
2005,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,146000000.0,0,2005 Q1
2005,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,131000000.0,0,2005 Q2
2005,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,135000000.0,0,2005 Q3
2005,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,272000000.0,0,2005 Q4
2006,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,131000000.0,0,2006 Q1
2006,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,112000000.0,0,2006 Q2
2006,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,124000000.0,0,2006 Q3
2006,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,266000000.0,0,2006 Q4
2007,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,149000000.0,0,2007 Q1
2007,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,142000000.0,0,2007 Q2
2007,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,136000000.0,0,2007 Q3
2007,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,279000000.0,0,2007 Q4
2008,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,133000000.0,0,2008 Q1
2008,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,92000000.0,0,2008 Q2
2008,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,85000000.0,0,2008 Q3
2008,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,195000000.0,0,2008 Q4
2009,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,121000000.0,0,2009 Q1
2009,Q2,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,105000000.0,0,2009 Q2
2009,Q3,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,122000000.0,0,2009 Q3
2009,Q4,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,251000000.0,0,2009 Q4
2010,Q1,Postalservices,08.1,CDEF,08CN,https://www.ons.gov.uk/search?q=CDEF,113000000.0,0,2010 Q1
