Year,Quarter,NamedCost,COICOP,CDID,Source,Websource,ExpenditureValue,GroupTotal,Year_Quarter
1997,Q1,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,19336000000.0,0,1997 Q1
1997,Q2,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,20358000000.0,0,1997 Q2
1997,Q3,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,25246000000.0,0,1997 Q3
1997,Q4,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,19442000000.0,0,1997 Q4
1998,Q1,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,21858000000.0,0,1998 Q1
1998,Q2,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,21230000000.0,0,1998 Q2
1998,Q3,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,25778000000.0,0,1998 Q3
1998,Q4,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,20415000000.0,0,1998 Q4
1999,Q1,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,21888000000.0,0,1999 Q1
1999,Q2,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,23803000000.0,0,1999 Q2
1999,Q3,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,26859000000.0,0,1999 Q3
1999,Q4,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,21399000000.0,0,1999 Q4
2000,Q1,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,23190000000.0,0,2000 Q1
2000,Q2,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,25089000000.0,0,2000 Q2
2000,Q3,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,28021000000.0,0,2000 Q3
2000,Q4,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,22895000000.0,0,2000 Q4
2001,Q1,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,25008000000.0,0,2001 Q1
2001,Q2,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,26256000000.0,0,2001 Q2
2001,Q3,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,28984000000.0,0,2001 Q3
2001,Q4,Transport,07,ADGT,07CN,https://www.ons.gov.uk/search?q=ADGT,23714000000.0,0,2001 Q4
