Year,Quarter,NamedCost,COICOP,CDID,Source,Websource,ExpenditureValue,GroupTotal,Year_Quarter
1997,Q1,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,12735000000.0,0,1997 Q1
1997,Q2,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,15725000000.0,0,1997 Q2
1997,Q3,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,16507000000.0,0,1997 Q3
1997,Q4,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,15760000000.0,0,1997 Q4
1998,Q1,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,13589000000.0,0,1998 Q1
1998,Q2,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,16003000000.0,0,1998 Q2
1998,Q3,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,17434000000.0,0,1998 Q3
1998,Q4,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,16714000000.0,0,1998 Q4
1999,Q1,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,14459000000.0,0,1999 Q1
1999,Q2,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,16635000000.0,0,1999 Q2
1999,Q3,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,18140000000.0,0,1999 Q3
1999,Q4,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,17461000000.0,0,1999 Q4
2000,Q1,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,15261000000.0,0,2000 Q1
2000,Q2,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,17531000000.0,0,2000 Q2
2000,Q3,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,19173000000.0,0,2000 Q3
2000,Q4,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,18555000000.0,0,2000 Q4
2001,Q1,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,15959000000.0,0,2001 Q1
2001,Q2,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,17862000000.0,0,2001 Q2
2001,Q3,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,19893000000.0,0,2001 Q3
2001,Q4,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,18714000000.0,0,2001 Q4
2002,Q1,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,16386000000.0,0,2002 Q1
2002,Q2,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,18802000000.0,0,2002 Q2
2002,Q3,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,20842000000.0,0,2002 Q3
2002,Q4,Restaurantandhotels,11,ADIF,11CN,https://www.ons.gov.uk/search?q=ADIF,20019000000.0,0,2002 Q4
