Year,Quarter,NamedCost,COICOP,CDID,Source,Websource,ExpenditureValue,GroupTotal,Year_Quarter
1997,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1390000000.0,0,1997 Q1
1997,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1418000000.0,0,1997 Q2
1997,Q3,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1453000000.0,0,1997 Q3
1997,Q4,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1489000000.0,0,1997 Q4
1998,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1531000000.0,0,1998 Q1
1998,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1573000000.0,0,1998 Q2
1998,Q3,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1614000000.0,0,1998 Q3
1998,Q4,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1654000000.0,0,1998 Q4
1999,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1758000000.0,0,1999 Q1
1999,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1714000000.0,0,1999 Q2
1999,Q3,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1688000000.0,0,1999 Q3
1999,Q4,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1691000000.0,0,1999 Q4
2000,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1465000000.0,0,2000 Q1
2000,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1732000000.0,0,2000 Q2
2000,Q3,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1899000000.0,0,2000 Q3
2000,Q4,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1976000000.0,0,2000 Q4
2001,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1948000000.0,0,2001 Q1
2001,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2028000000.0,0,2001 Q2
2001,Q3,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2073000000.0,0,2001 Q3
2001,Q4,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2080000000.0,0,2001 Q4
2002,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2056000000.0,0,2002 Q1
2002,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2022000000.0,0,2002 Q2
2002,Q3,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1989000000.0,0,2002 Q3
2002,Q4,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1970000000.0,0,2002 Q4
2003,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1949000000.0,0,2003 Q1
2003,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1943000000.0,0,2003 Q2
2003,Q3,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1954000000.0,0,2003 Q3
2003,Q4,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,1983000000.0,0,2003 Q4
2004,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2031000000.0,0,2004 Q1
2004,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2070000000.0,0,2004 Q2
2004,Q3,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2097000000.0,0,2004 Q3
2004,Q4,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2116000000.0,0,2004 Q4
2005,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2125000000.0,0,2005 Q1
2005,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2132000000.0,0,2005 Q2
2005,Q3,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2167000000.0,0,2005 Q3
2005,Q4,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2209000000.0,0,2005 Q4
2006,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2255000000.0,0,2006 Q1
2006,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2329000000.0,0,2006 Q2
2006,Q3,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2421000000.0,0,2006 Q3
2006,Q4,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2537000000.0,0,2006 Q4
2007,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2693000000.0,0,2007 Q1
2007,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2809000000.0,0,2007 Q2
2007,Q3,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2884000000.0,0,2007 Q3
2007,Q4,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2931000000.0,0,2007 Q4
2008,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2898000000.0,0,2008 Q1
2008,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2883000000.0,0,2008 Q2
2008,Q3,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2918000000.0,0,2008 Q3
2008,Q4,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,2978000000.0,0,2008 Q4
2009,Q1,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,3132000000.0,0,2009 Q1
2009,Q2,Education,10,ADIE,10CN,https://www.ons.gov.uk/search?q=ADIE,3226000000.0,0,2009 Q2
