Year,Quarter,NamedCost,COICOP,CDID,Source,Websource,ExpenditureValue,GroupTotal,Year_Quarter
1997,Q1,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,6044000000.0,0,1997 Q1
1997,Q2,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,6827000000.0,0,1997 Q2
1997,Q3,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,6929000000.0,0,1997 Q3
1997,Q4,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,9393000000.0,0,1997 Q4
1998,Q1,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,6410000000.0,0,1998 Q1
1998,Q2,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,7289000000.0,0,1998 Q2
1998,Q3,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,7564000000.0,0,1998 Q3
1998,Q4,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,9787000000.0,0,1998 Q4
1999,Q1,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,6851000000.0,0,1999 Q1
1999,Q2,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,7554000000.0,0,1999 Q2
1999,Q3,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,7726000000.0,0,1999 Q3
1999,Q4,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,10211000000.0,0,1999 Q4
2000,Q1,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,7075000000.0,0,2000 Q1
2000,Q2,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,8023000000.0,0,2000 Q2
2000,Q3,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,8282000000.0,0,2000 Q3
2000,Q4,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,11062000000.0,0,2000 Q4
2001,Q1,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,7487000000.0,0,2001 Q1
2001,Q2,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,8296000000.0,0,2001 Q2
2001,Q3,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,8617000000.0,0,2001 Q3
2001,Q4,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,11463000000.0,0,2001 Q4
2002,Q1,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,8155000000.0,0,2002 Q1
2002,Q2,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,9059000000.0,0,2002 Q2
2002,Q3,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,9307000000.0,0,2002 Q3
2002,Q4,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,12179000000.0,0,2002 Q4
2003,Q1,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,8683000000.0,0,2003 Q1
2003,Q2,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,9729000000.0,0,2003 Q2
2003,Q3,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,9954000000.0,0,2003 Q3
2003,Q4,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,12753000000.0,0,2003 Q4
2004,Q1,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,9057000000.0,0,2004 Q1
2004,Q2,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,9990000000.0,0,2004 Q2
2004,Q3,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,9999000000.0,0,2004 Q3
2004,Q4,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,12933000000.0,0,2004 Q4
2005,Q1,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,9229000000.0,0,2005 Q1
2005,Q2,Clothingandfootwear,03,ADFP,03CN,https://www.ons.gov.uk/search?q=ADFP,10121000000.0,0,2005 Q2
