Year,Quarter,NamedCost,COICOP,CDID,Source,Websource,ExpenditureValue,GroupTotal,Year_Quarter
1997,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,8072000000.0,0,1997 Q1
1997,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,7663000000.0,0,1997 Q2
1997,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,7650000000.0,0,1997 Q3
1997,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,9174000000.0,0,1997 Q4
1998,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,8165000000.0,0,1998 Q1
1998,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,8324000000.0,0,1998 Q2
1998,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,8665000000.0,0,1998 Q3
1998,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,9966000000.0,0,1998 Q4
1999,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,8622000000.0,0,1999 Q1
1999,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,8538000000.0,0,1999 Q2
1999,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,8858000000.0,0,1999 Q3
1999,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10288000000.0,0,1999 Q4
2000,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,9102000000.0,0,2000 Q1
2000,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,9053000000.0,0,2000 Q2
2000,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,9309000000.0,0,2000 Q3
2000,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10786000000.0,0,2000 Q4
2001,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,9732000000.0,0,2001 Q1
2001,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,9696000000.0,0,2001 Q2
2001,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10087000000.0,0,2001 Q3
2001,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11596000000.0,0,2001 Q4
2002,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10216000000.0,0,2002 Q1
2002,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10033000000.0,0,2002 Q2
2002,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10139000000.0,0,2002 Q3
2002,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11807000000.0,0,2002 Q4
2003,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10003000000.0,0,2003 Q1
2003,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10405000000.0,0,2003 Q2
2003,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10377000000.0,0,2003 Q3
2003,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11954000000.0,0,2003 Q4
2004,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,9937000000.0,0,2004 Q1
2004,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10409000000.0,0,2004 Q2
2004,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10597000000.0,0,2004 Q3
2004,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,12078000000.0,0,2004 Q4
2005,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10373000000.0,0,2005 Q1
2005,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10554000000.0,0,2005 Q2
2005,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10609000000.0,0,2005 Q3
2005,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,12643000000.0,0,2005 Q4
2006,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10682000000.0,0,2006 Q1
2006,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11076000000.0,0,2006 Q2
2006,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11164000000.0,0,2006 Q3
2006,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,12942000000.0,0,2006 Q4
2007,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10854000000.0,0,2007 Q1
2007,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11703000000.0,0,2007 Q2
2007,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11890000000.0,0,2007 Q3
2007,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,13383000000.0,0,2007 Q4
2008,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11129000000.0,0,2008 Q1
2008,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11407000000.0,0,2008 Q2
2008,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11220000000.0,0,2008 Q3
2008,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11879000000.0,0,2008 Q4
2009,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10012000000.0,0,2009 Q1
2009,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10462000000.0,0,2009 Q2
2009,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10863000000.0,0,2009 Q3
2009,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,12516000000.0,0,2009 Q4
2010,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,10475000000.0,0,2010 Q1
2010,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11392000000.0,0,2010 Q2
2010,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11675000000.0,0,2010 Q3
2010,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,12886000000.0,0,2010 Q4
2011,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11151000000.0,0,2011 Q1
2011,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11332000000.0,0,2011 Q2
2011,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11404000000.0,0,2011 Q3
2011,Q4,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,12924000000.0,0,2011 Q4
2012,Q1,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11153000000.0,0,2012 Q1
2012,Q2,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11818000000.0,0,2012 Q2
2012,Q3,FurnishinghouseholdequipmentandroutineHHmaintenance,05,ADFY,05CN,https://www.ons.gov.uk/search?q=ADFY,11661000000.0,0,2012 Q3
